Brand,Model,Year,Price,Mileage,Transmission,Fuel Type,Previous Owners,Color,Body Type,Engine position,Engine capacity (litre),Cylinder layout and quantity,Seats (quantity),No of doors,Front tyres,Rear tyres,Driven wheels,Fuel capacity,Fuel consumption (average),Fuel range (average),Power maximum (detail),Torque maximum,Acceleration 0-100 km/h,Maximum/top speed,CO2 emissions (average)
Nissan,NP300 Hardbody 2.5TDi Double Cab Hi-Rider,2021,339890.0,12200.0,Manual,Diesel,Unknown,White,Double cab,Front,2.5,i4,5.0,4.0,245/70 R16,245/70 R16,4x2,75.0,8.8,852.0,98.0,304.0,,,233.0
Renault,Duster 1.6 Expression,2018,174500.0,80307.0,Manual,Petrol,Unknown,Silver,SUV,Front,1.6,i4,5.0,5.0,215/65 R16,215/65 R16,Front Wheel Drive,50.0,7.0,714.0,84.0,156.0,11.0,167.0,162.0
Volkswagen,Polo Vivo Hatch 1.4 Trendline,2021,224900.0,30000.0,Manual,Petrol,Unknown,Grey,Hatchback,Front,1.4,i4,5.0,5.0,175/70 R14 (opt 185/60 R15),175/70 R14 (opt 185/60 R15),Front Wheel Drive,45.0,5.7,790.0,55.0,130.0,,171.0,134.0
Mahindra,Pik Up 2.2CRDe S4 Dropside,2020,149500.0,238853.0,Manual,Diesel,Unknown,White,Single cab,Front,2.2,i4,2.0,2.0,245/75 R16,245/75 R16,4x2,80.0,7.9,1013.0,103.0,320.0,,,210.0
Volkswagen,Golf GTi,2019,429950.0,144000.0,Automatic,Petrol,Unknown,White,Hatchback,Front,2.0,i4,5.0,5.0,225/40 R18 (opt 225/35 R19),225/40 R18 (opt 225/35 R19),Front Wheel Drive,50.0,6.4,781.0,169.0,350.0,6.4,248.0,149.0
Alfa,Romeo Tonale 1.5T Hybrid Speciale,2023,899900.0,6800.0,Automatic,Hybrid,Unknown,Green,SUV,Front,1.5,i4,5.0,5.0,235/40 R20,235/40 R20,Front Wheel Drive,55.0,5.7,965.0,118.0,240.0,8.8,210.0,130.0
Toyota,Agya 1.0 Auto (Audio),2021,189995.0,20319.0,Automatic,Petrol,1,White/tusk white (w09),Hatchback,Front,1.0,i3,5.0,5.0,175/65 R14,175/65 R14,Front Wheel Drive,33.0,4.9,674.0,49.0,89.0,16.3,145.0,115.0
Mercedes-Benz,GLC GLC220d 4Matic,2021,835900.0,35000.0,Automatic,Diesel,1,Beige,SUV,Front,2.0,i4,5.0,5.0,235/65 R17 (opt 235/60 R18 / opt 235/55 R19 / opt 255/45 R20),235/65 R17 (opt 235/60 R18 / opt 235/55 R19 / opt 255/45 R20),All Wheel Drive,66.0,5.4,1222.0,143.0,400.0,7.9,215.0,154.0
Datsun,Go 1.2 Lux,2018,99500.0,177339.0,Manual,Petrol,Unknown,Silver,Hatchback,Front,1.2,i3,5.0,5.0,165/70 R14,165/70 R14,Front Wheel Drive,35.0,5.5,636.0,50.0,104.0,13.3,161.0,127.0
Fiat,Tipo 1.4 Life,2023,390900.0,3150.0,Manual,Petrol,Unknown,White,Hatchback,,1.5,,,5.0,,,Front Wheel Drive,,,,,,,,
Mazda,CX-5 2.0 Individual,2019,359995.0,66229.0,Automatic,Petrol,Unknown,Blue,SUV,Front,2.0,i4,5.0,5.0,255/55 R19,255/55 R19,Front Wheel Drive,56.0,6.9,812.0,114.0,200.0,9.5,187.0,161.0
Toyota,Land Cruiser 300 3.5T ZX,2022,3799900.0,900.0,Automatic,Petrol,1,Silver,SUV,Front,3.4,V6,7.0,5.0,265/55 R20,265/55 R20,All Wheel Drive,110.0,2.1,909.0,305.0,650.0,,210.0,291.0
Suzuki,S-Presso 1.0 S-Edition Auto,2021,169900.0,9000.0,Automatic,Petrol,1,Grey,Hatchback,Front,1.0,i3,5.0,5.0,165/70 R14,165/70 R14,Front Wheel Drive,27.0,4.9,551.0,50.0,90.0,,,118.0
Hyundai,Grand i10 1.0 Motion,2021,179990.0,34000.0,Manual,Petrol,1,Polar white,Hatchback,Front,1.0,i3,5.0,5.0,165/70 R14,165/70 R14,Front Wheel Drive,37.0,5.4,685.0,49.0,94.0,14.9,153.0,131.0
MINI,Hatch Cooper Hatch 3-Door Auto,2020,399900.0,34000.0,Automatic,Petrol,1,White silver,Hatchback,Front,1.5,i3,4.0,3.0,195/55 R16 (opt 205/45 R17),195/55 R16 (opt 205/45 R17),Front Wheel Drive,40.0,5.3,816.0,100.0,220.0,7.8,210.0,122.0
Hyundai,Atos 1.1 Motion,2021,164990.0,27000.0,Manual,Petrol,1,Blue,Hatchback,Front,1.1,i4,5.0,5.0,165/70 R14,165/70 R14,Front Wheel Drive,35.0,5.7,614.0,50.0,99.0,14.4,155.0,127.0
Renault,Captur 1.3 Turbo Intens,2023,499800.0,50.0,Automatic,Petrol,Unknown,Silver,SUV,Front,1.3,i4,5.0,5.0,215/60 R17,215/60 R17,Front Wheel Drive,48.0,6.6,727.0,113.0,270.0,9.6,193.0,149.0
Hyundai,Accent Sedan 1.6 Motion,2019,199700.0,60000.0,Manual,Petrol,Unknown,White,Sedan,Front,1.6,i4,5.0,4.0,175/70 R14,175/70 R14,Front Wheel Drive,43.0,6.1,705.0,91.0,156.0,10.2,190.0,145.0
Toyota,Fortuner 2.8GD-6 Auto,2020,589900.0,52000.0,Automatic,Diesel,1,White,SUV,Front,2.8,i4,7.0,5.0,265/65 R17,265/65 R17,4x2,80.0,8.0,1000.0,130.0,450.0,10.8,180.0,212.0
Kia,Picanto 1.0 Start,2023,179995.0,3000.0,Manual,Petrol,1,Astro grey,Hatchback,Front,1.0,i3,5.0,5.0,155/80 R13,155/80 R13,Front Wheel Drive,35.0,5.0,700.0,49.0,95.0,,155.0,118.0
Hyundai,H-100 Bakkie 2.6D Deck (Aircon),2020,299990.0,47000.0,Manual,Diesel,1,White,Single cab,Front,2.6,i4,3.0,2.0,195/70 R15 C,195/70 R15 C,4x2,65.0,0.2,637.0,58.0,167.0,13.6,126.0,238.0
Haval,H2 1.5T City,2019,249995.0,29000.0,Manual,Petrol,1,Mars red,SUV,Front,1.5,i4,5.0,5.0,235/55 R18,235/55 R18,Front Wheel Drive,55.0,8.2,671.0,105.0,202.0,,190.0,194.0
Volkswagen,Polo Hatch 1.0TSI Comfortline,2021,324900.0,27000.0,Manual,Petrol,1,Red,Hatchback,Front,1.0,i3,5.0,5.0,185/65 R15,185/65 R15,Front Wheel Drive,40.0,5.4,741.0,70.0,175.0,10.8,187.0,121.0
Mercedes-Benz,Vito 116 CDI Tourer Pro Auto,2019,569990.0,80000.0,Automatic,Diesel,Unknown,Silver,MPV,Front,2.1,i4,7.0,5.0,205/65 R16,205/65 R16,Rear Wheel Drive,57.0,5.8,983.0,120.0,380.0,,,153.0
Volkswagen,Polo Hatch 1.0TSI Comfortline,2019,269995.0,79326.0,Manual,Petrol,Unknown,Beige,Hatchback,Front,1.0,i3,5.0,5.0,185/65 R15,185/65 R15,Front Wheel Drive,40.0,4.5,889.0,70.0,175.0,10.8,187.0,103.0
BMW,Z4 sDrive20i M Sport,2021,799900.0,23800.0,Automatic,Petrol,1,Black sapphire,Cabriolet,Front,2.0,i4,2.0,2.0,225/45 R18 (opt 255/40 R18 / opt 255/35 R19),255/40 R18 (opt 275/40 R18 / opt 275/35 R19),Rear Wheel Drive,52.0,6.5,800.0,145.0,320.0,6.6,240.0,148.0
Kia,Sportage 1.6GDI Ignite,2022,409900.0,5000.0,Automatic,Petrol,1,White,SUV,Front,1.6,i4,5.0,5.0,215/70 R16,215/70 R16,Front Wheel Drive,62.0,7.7,805.0,97.0,161.0,12.1,170.0,175.0
Peugeot,2008 1.2T 96kW Active,2021,349900.0,25000.0,Automatic,Petrol,Unknown,Grey,SUV,Front,1.2,i3,5.0,5.0,215/65 R16,215/65 R16,Front Wheel Drive,44.0,6.5,677.0,96.0,230.0,9.1,198.0,148.0
Mazda,CX-3 2.0 Active Auto,2018,259990.0,77000.0,Automatic,Petrol,1,Black,SUV,Front,2.0,i4,5.0,5.0,215/60 R16,215/60 R16,Front Wheel Drive,48.0,6.1,787.0,115.0,204.0,9.5,192.0,146.0
Suzuki,Jimny 1.5 GLX AllGrip Auto,2021,359700.0,25500.0,Automatic,Petrol,Unknown,Yellow,SUV,Front,1.5,i4,4.0,3.0,205/70 R15,205/70 R15,4x4,40.0,6.8,588.0,75.0,130.0,,,158.0
Ford,Ranger 2.0Bi-Turbo Double Cab 4x4 Raptor,2020,699900.0,63000.0,Automatic,Diesel,Unknown,Blue,Double cab,Front,2.0,i4,5.0,4.0,285/70 R17,285/70 R17,4x4,80.0,8.3,964.0,157.0,500.0,,,220.0
Haval,H6 2.0T 4WD Luxury,2022,509890.0,5000.0,Automatic,Petrol,Unknown,White,SUV,Front,2.0,i4,5.0,5.0,225/60 R18,225/60 R18,All Wheel Drive,60.0,8.3,723.0,150.0,320.0,,,190.0
MINI,Hatch John Cooper Works Hatch 3-Door,2022,659000.0,13000.0,Automatic,Petrol,Unknown,Midnight black ii,Hatchback,Front,2.0,i4,4.0,3.0,205/45 R17 (opt 205/40 R18),205/45 R17 (opt 205/40 R18),Front Wheel Drive,44.0,6.3,759.0,170.0,320.0,6.1,246.0,144.0
Volkswagen,Caddy Maxi Kombi 2.0TDI,2023,499950.0,5000.0,Manual,Diesel,Unknown,Candy white,MPV,Front,2.0,i4,5.0,5.0,205/60 R16,205/60 R16,Front Wheel Drive,60.0,5.5,1091.0,81.0,300.0,12.8,180.0,145.0
Isuzu,D-Max 250 Fleetside Safety,2021,319995.0,39800.0,Manual,Diesel,1,White,Single cab,Front,2.5,i4,3.0,2.0,245/70 R16 C,245/70 R16 C,4x2,80.0,7.6,1053.0,100.0,320.0,,,199.0
Toyota,Hilux 2.8GD-6 Xtra Cab 4x4 Raider Dakar Auto,2018,519900.0,52246.0,Automatic,Diesel,1,Silver,Extended cab,Front,2.8,i4,2.0,4.0,265/60 R18,265/60 R18,4x4,80.0,,,130.0,450.0,11.2,180.0,
Nissan,NP200 1.6i (Aircon) Safety Pack,2019,199900.0,30000.0,Manual,Petrol,Unknown,White,Single cab,Front,1.6,i4,2.0,2.0,185/65 R15 T,185/65 R15 T,Front Wheel Drive,50.0,8.1,617.0,64.0,128.0,,,192.0
Audi,A4 Sedan 2.0TDI Design line,2018,349990.0,103000.0,Automatic,Diesel,1,Silver,Sedan,Front,2.0,i4,5.0,4.0,225/50 R17,225/50 R17,Front Wheel Drive,54.0,4.1,1317.0,140.0,400.0,7.7,237.0,107.0
Toyota,HiAce 2.5D-4D Ses-Fikile 16-seater,2023,561000.0,15.0,Manual,Diesel,Unknown,White,Minibus,Front,2.5,i4,16.0,4.0,195 R15,195 R15,Rear Wheel Drive,70.0,9.9,707.0,75.0,260.0,25.4,100.0,266.0
Volkswagen,Polo Hatch 1.0TSI Trendline,2019,199000.0,53000.0,Manual,Petrol,1,Silver,Hatchback,Front,1.0,i3,5.0,5.0,175/70 R14,175/70 R14,Front Wheel Drive,40.0,4.5,889.0,70.0,175.0,10.8,187.0,103.0
Land,Rover Range Rover Sport P530 First Edition,2023,3399990.0,3340.0,Automatic,Petrol,Unknown,Black,SUV,Front,4.4,V8,5.0,5.0,285/40 R23 (opt 285/45 R22),285/40 R23 (opt 285/45 R22),All Wheel Drive,90.0,2.1,744.0,390.0,750.0,4.5,250.0,275.0
Mercedes-Benz,C-Class C220d Coupe AMG Line,2019,679900.0,42000.0,Automatic,Diesel,Unknown,Grey,Coupé,Front,2.0,i4,4.0,2.0,225/45 R18 (opt 225/40 R19),245/40 R18 (opt 255/35 R19),Rear Wheel Drive,66.0,4.9,1347.0,143.0,400.0,7.0,240.0,130.0
Toyota,Quantum 2.8 LWB Bus 6-seater VX Premium,2023,1100000.0,100.0,Automatic,Diesel,Unknown,White,MPV,Front,2.8,i4,6.0,5.0,235/60 R17,235/60 R17,Rear Wheel Drive,70.0,8.7,805.0,115.0,420.0,,,229.0
Hyundai,i20 1.2 Motion,2019,209900.0,61786.0,Manual,Petrol,Unknown,Grey,Hatchback,Front,1.2,i4,5.0,5.0,185/70 R14,185/70 R14,Front Wheel Drive,45.0,5.9,763.0,61.0,115.0,13.6,165.0,140.0
Porsche,718 Cayman 718 Cayman GT4 Auto,2022,2099990.0,9000.0,Automatic,Petrol,Unknown,Black,Coupé,Mid,4.0,b6,2.0,2.0,245/35 R20,295/30 R20,Rear Wheel Drive,64.0,0.2,628.0,309.0,430.0,3.9,302.0,232.0
Toyota,Urban Cruiser 1.5 Xs,2022,289900.0,9786.0,Manual,Petrol,1,Grey,SUV,Front,1.5,i4,5.0,5.0,215/60 R16,215/60 R16,Front Wheel Drive,48.0,6.2,774.0,77.0,138.0,,170.0,147.0
Kia,Picanto 1.0 STREET,2021,119000.0,29000.0,Manual,Petrol,1,Silver,Hatchback,Front,1.0,i3,5.0,5.0,175/65 R14,175/65 R14,Front Wheel Drive,35.0,5.0,700.0,49.0,95.0,,155.0,118.0
Ford,Ranger 3.0 V6 Double Cab Wildtrak 4WD,2023,1099900.0,200.0,Automatic,Diesel,Unknown,Silver,Double cab,Front,3.0,V6,5.0,4.0,255/65 R18 (opt R20),255/65 R18 (opt R20),4x4,80.0,8.4,952.0,184.0,600.0,,,222.0
Ford,Kuga 1.5T Trend,2018,349900.0,34500.0,Manual,Petrol,1,White,SUV,Front,1.5,i4,5.0,5.0,235/55 R17 (opt 235/50 R18),235/55 R17 (opt 235/50 R18),Front Wheel Drive,60.0,6.6,909.0,110.0,240.0,9.7,195.0,154.0
Mercedes-Benz,E-Class E200 AMG Line,2018,639995.0,70959.0,Automatic,Petrol,Unknown,White,Sedan,Front,2.0,i4,5.0,4.0,245/40 R19 (opt 245/35 R20),275/35 R19 (opt 275/30 R20),Rear Wheel Drive,66.0,6.5,1015.0,135.0,300.0,7.7,240.0,149.0
Toyota,Urban Cruiser 1.5 Xs auto,2022,309950.0,32000.0,Automatic,Petrol,1,White,SUV,Front,1.5,i4,5.0,5.0,215/60 R16,215/60 R16,Front Wheel Drive,48.0,6.2,774.0,77.0,138.0,,165.0,145.0
Volkswagen,Tiguan 1.4TSI 110kW R-Line,2021,659999.0,40500.0,Automatic,Petrol,1,Blue,SUV,Front,1.4,i4,5.0,5.0,255/45 R19 (opt 255/40 R20),255/45 R19 (opt 255/40 R20),Front Wheel Drive,58.0,7.7,753.0,110.0,250.0,9.2,200.0,175.0
Renault,Clio RS 200 Lux,2019,299900.0,61457.0,Automatic,Petrol,Unknown,Silver,Hatchback,Front,1.6,i4,5.0,5.0,205/45 R17,205/45 R17,Front Wheel Drive,45.0,5.9,763.0,147.0,260.0,6.7,230.0,133.0
Toyota,Fortuner 2.4GD-6 4x4 Auto,2020,509890.0,64100.0,Automatic,Diesel,Unknown,White,SUV,Front,2.4,i4,7.0,5.0,265/65 R17,265/65 R17,4x4,80.0,8.2,976.0,110.0,400.0,12.7,170.0,217.0
Audi,R8 5.2 V10 plus Quattro,2018,2260000.0,22000.0,Automatic,Petrol,2,Nardo grey,Coupé,Mid,5.2,V10,2.0,2.0,245/35 R19 (opt 245/30 R20),295/35 R19 (opt 305/30 R20),All Wheel Drive,83.0,2.3,675.0,449.0,560.0,3.2,330.0,287.0
Honda,Ballade 1.5 Comfort,2021,249800.0,21028.0,Automatic,Petrol,1,White,Sedan,Front,1.5,i4,5.0,4.0,185/60 R15,185/60 R15,Front Wheel Drive,40.0,5.5,727.0,89.0,145.0,,,131.0
Toyota,Fortuner 2.4GD-6 4x4,2022,669995.0,13000.0,Automatic,Diesel,1,White,SUV,Front,2.4,i4,7.0,5.0,265/65 R17,265/65 R17,4x4,80.0,7.6,1053.0,110.0,400.0,,170.0,201.0
Volkswagen,Polo Vivo Hatch 1.4 Trendline,2021,209950.0,35000.0,Manual,Petrol,1,Grey,Hatchback,Front,1.4,i4,5.0,5.0,175/70 R14 (opt 185/60 R15),175/70 R14 (opt 185/60 R15),Front Wheel Drive,45.0,5.7,790.0,55.0,130.0,,171.0,134.0
Volkswagen,T-Cross 1.0TSI 85kW Comfortline,2019,319900.0,69802.0,Automatic,Petrol,1,Blue,SUV,Front,1.0,i3,5.0,5.0,205/60 R16,205/60 R16,Front Wheel Drive,40.0,5.3,755.0,85.0,200.0,10.2,193.0,126.0
Ford,Ranger 3.0 V6 Ecoboost Double Cab Raptor 4wd,2023,1349995.0,240.0,Automatic,Petrol,1,Code orange,Double cab,Front,3.0,V6,5.0,4.0,285/70 R17,285/70 R17,4x4,80.0,0.5,696.0,292.0,583.0,,,262.0
Toyota,Corolla Cross 1.8 XR,2022,419900.0,46000.0,Automatic,Petrol,Unknown,White,SUV,Front,1.8,i4,5.0,5.0,225/50 R18,225/50 R18,Front Wheel Drive,47.0,6.8,691.0,103.0,172.0,,185.0,154.0
Kia,Sportage 1.6GDI Ignite,2022,409900.0,3300.0,Automatic,Petrol,1,Silver,SUV,Front,1.6,i4,5.0,5.0,215/70 R16,215/70 R16,Front Wheel Drive,62.0,7.7,805.0,97.0,161.0,12.1,170.0,175.0
BMW,3 Series 320i M Sport,2020,549900.0,78500.0,Automatic,Petrol,1,Alpine white iii,Sedan,Front,2.0,i4,5.0,4.0,225/45 R18 (opt 225/40 R19),255/40 R18 (opt 255/35 R19),Rear Wheel Drive,59.0,6.3,937.0,135.0,300.0,7.1,235.0,144.0
Ford,EcoSport 1.0T Titanium Auto,2020,299900.0,74474.0,Automatic,Petrol,1,Grey,SUV,Front,1.0,i3,5.0,5.0,205/50 R17,205/50 R17,Front Wheel Drive,52.0,6.3,825.0,92.0,170.0,12.7,181.0,143.0
Nissan,Navara 2.5DDTi Double Cab PRO-4X 4x4,2021,679950.0,34000.0,Automatic,Diesel,Unknown,White,Double cab,Front,2.5,i4,5.0,4.0,255/65 R17,255/65 R17,4x4,80.0,8.1,988.0,140.0,450.0,,,214.0
Nissan,Navara 2.5DDTi SE,2023,439900.0,13000.0,Manual,Diesel,1,White,Single cab,Front,2.5,i4,2.0,2.0,205 R16C,205 R16C,4x2,80.0,7.2,1111.0,120.0,403.0,,,190.0
Audi,Q2 1.0TFSI Auto,2020,389900.0,75438.0,Automatic,Petrol,1,Black,SUV,Front,1.0,i3,5.0,5.0,215/60 R16 (opt 215/55 R17 / opt 215/50 R18 / opt 235/40 R19),215/60 R16 (opt 215/55 R17 / opt 215/50 R18 / opt 235/40 R19),Front Wheel Drive,50.0,5.1,980.0,85.0,200.0,10.5,194.0,117.0
Mazda,CX-3 2.0 Individual,2021,429990.0,9200.0,Automatic,Petrol,1,White,SUV,Front,2.0,i4,5.0,5.0,215/50 R18,215/50 R18,Front Wheel Drive,48.0,6.7,716.0,115.0,206.0,9.5,197.0,155.0
Haval,H2 1.5T City Auto,2019,264800.0,103356.0,Automatic,Petrol,Unknown,White,SUV,Front,1.5,i4,5.0,5.0,235/55 R18,235/55 R18,Front Wheel Drive,55.0,9.0,611.0,105.0,202.0,,180.0,214.0
Land,Rover Defender 110 D300 X,2023,1899990.0,2930.0,Automatic,Diesel,Unknown,Eiger grey,SUV,Front,3.0,i6,5.0,5.0,255/60 R20 (opt 255/65 R19 / opt 275/45 R22),255/60 R20 (opt 255/65 R19 / opt 275/45 R22),4x4,89.0,7.6,1171.0,221.0,650.0,7.0,191.0,209.0
Nissan,Almera 1.5 Acenta,2018,98000.0,224012.0,Manual,Petrol,2,Grey,Sedan,Front,1.5,i4,5.0,4.0,185/65 R15,185/65 R15,Front Wheel Drive,41.0,6.3,651.0,73.0,134.0,,183.0,149.0
Mercedes-Benz,A-Class A200 Style auto,2018,389899.0,54000.0,Automatic,Petrol,Unknown,White,Hatchback,Front,1.6,i4,5.0,5.0,205/55 R16 (opt 225/45 R17 / opt 225/40 R18),205/55 R16 (opt 225/45 R17 / opt 225/40 R18),Front Wheel Drive,50.0,5.4,926.0,115.0,250.0,7.8,224.0,126.0
BMW,3 Series 320d M Sport,2019,559900.0,59000.0,Automatic,Diesel,1,Sunset orange metall,Sedan,Front,2.0,i4,5.0,4.0,225/45 R18 (opt 225/40 R19),255/40 R18 (opt 255/35 R19),Rear Wheel Drive,59.0,4.8,1229.0,140.0,400.0,6.8,240.0,127.0
Hyundai,H-1 2.5CRDi Panel Van Auto,2018,329900.0,150000.0,Automatic,Diesel,Unknown,White,Panel van,Front,2.5,i4,3.0,5.0,215/70 R16,215/70 R16,Rear Wheel Drive,75.0,9.7,773.0,120.0,392.0,14.9,180.0,257.0
BMW,2 Series 218d Gran Coupe M Sport,2022,739950.0,5000.0,Automatic,Diesel,Unknown,Misano blue,Sedan,Front,2.0,i4,5.0,4.0,225/40 R18 (opt 235/35 R19),225/40 R18 (opt 235/35 R19),Front Wheel Drive,42.0,4.8,875.0,110.0,350.0,8.5,221.0,127.0
Audi,SQ5 SQ5 TFSI Quattro,2020,1039900.0,24457.0,Automatic,Petrol,1,Grey,SUV,Front,3.0,V6,5.0,5.0,255/45 R20,255/45 R20,All Wheel Drive,70.0,8.3,843.0,260.0,500.0,5.4,250.0,189.0
Kia,Sorento 2.2CRDi LX,2021,539990.0,43000.0,Automatic,Diesel,Unknown,Blue,SUV,Front,2.2,i4,7.0,5.0,235/60 R18,235/60 R18,Front Wheel Drive,80.0,6.3,1268.0,147.0,440.0,9.4,203.0,164.0
Audi,A4 35TFSI,2021,539000.0,81000.0,Automatic,Petrol,1,Manhattan grey,Sedan,Front,2.0,i4,5.0,4.0,225/50 R17 (opt 245/40 R18 / opt 245/35 R19),225/50 R17 (opt 245/40 R18 / opt 245/35 R19),Front Wheel Drive,54.0,6.1,885.0,110.0,270.0,8.9,225.0,140.0
Renault,Kwid 1.0 Expression,2019,114900.0,91844.0,Manual,Petrol,Unknown,Silver,Hatchback,Front,1.0,i3,5.0,5.0,155/80 R13,155/80 R13,Front Wheel Drive,28.0,4.7,596.0,50.0,91.0,,152.0,112.0
Mercedes-Benz,C-Class C200,2020,689990.0,80000.0,Automatic,Petrol,Unknown,White,Sedan,Front,2.0,i4,5.0,4.0,225/50 R17,225/50 R17,Rear Wheel Drive,66.0,6.8,971.0,150.0,300.0,7.1,245.0,155.0
Volkswagen,Polo Vivo Hatch 1.6 Maxx,2021,255000.0,49000.0,Manual,Petrol,1,Red,Hatchback,Front,1.6,i4,5.0,5.0,215/40 R17,215/40 R17,Front Wheel Drive,45.0,6.5,692.0,77.0,153.0,,188.0,154.0
Honda,BR-V 1.5 Comfort Auto,2020,245000.0,32000.0,Automatic,Petrol,Unknown,Grey,SUV,Front,1.5,i4,7.0,5.0,195/60 R16,195/60 R16,Front Wheel Drive,42.0,6.2,677.0,88.0,145.0,,,148.0
Ford,Kuga 1.5TDCi Ambiente,2019,319995.0,41509.0,Manual,Diesel,Unknown,White,SUV,Front,1.5,i4,5.0,5.0,235/55 R17,235/55 R17,Front Wheel Drive,60.0,4.4,1364.0,88.0,270.0,12.7,173.0,115.0
Ford,EcoSport 1.0T Titanium Auto,2019,299900.0,41480.0,Automatic,Petrol,Unknown,White,SUV,Front,1.0,i3,5.0,5.0,205/50 R17,205/50 R17,Front Wheel Drive,52.0,6.3,825.0,92.0,170.0,12.7,181.0,143.0
Toyota,RAV4 2.0 GX Auto,2021,499900.0,31313.0,Automatic,Petrol,1,Super white,SUV,Front,2.0,i4,5.0,5.0,225/65 R17,225/65 R17,Front Wheel Drive,55.0,6.5,846.0,127.0,203.0,,190.0,147.0
Renault,Sandero 66kW Turbo Stepway Expression,2019,159950.0,52000.0,Manual,Petrol,Unknown,White,Hatchback,Front,0.9,i3,5.0,5.0,205/55 R16,205/55 R16,Front Wheel Drive,50.0,5.4,926.0,66.0,135.0,11.1,168.0,124.0
Ford,Ranger 2.0Bi-Turbo Double Cab 4x4 Raptor,2020,669950.0,92000.0,Automatic,Diesel,1,Conqueror grey,Double cab,Front,2.0,i4,5.0,4.0,285/70 R17,285/70 R17,4x4,80.0,8.3,964.0,157.0,500.0,,,220.0
Hyundai,i20 1.2 Motion,2021,259950.0,23000.0,Manual,Petrol,Unknown,White,Hatchback,Front,1.2,i4,5.0,5.0,185/70 R14,185/70 R14,Front Wheel Drive,40.0,5.9,678.0,61.0,115.0,13.3,165.0,140.0
Suzuki,Celerio 1.0 GL Auto,2023,204900.0,3000.0,Automatic,Petrol,Unknown,Silky silver metallic,Hatchback,Front,1.0,i3,5.0,5.0,175/60 R15,175/60 R15,Front Wheel Drive,32.0,4.2,762.0,49.0,89.0,,,97.0
Toyota,Urban Cruiser 1.5 XR Auto,2021,299950.0,46500.0,Automatic,Petrol,Unknown,Grey,SUV,Front,1.5,i4,5.0,5.0,215/60 R16,215/60 R16,Front Wheel Drive,48.0,6.2,774.0,77.0,138.0,,165.0,145.0
Land,Rover Range Rover Evoque D200 R-Dynamic HSE,2022,1199900.0,17850.0,Automatic,Diesel,1,Nolita grey,SUV,Front,2.0,i4,5.0,5.0,235/50 R20 (opt 245/45 R21),235/50 R20 (opt 245/45 R21),All Wheel Drive,65.0,5.8,1121.0,147.0,430.0,8.5,213.0,149.0
Datsun,Go+ 1.2 Lux,2019,119000.0,69000.0,Manual,Petrol,1,Silver,MPV,Front,1.2,i3,7.0,5.0,165/70 R14,165/70 R14,Front Wheel Drive,35.0,5.5,636.0,50.0,104.0,13.3,161.0,127.0
Datsun,Go+ 1.2 Lux,2019,135000.0,69000.0,Manual,Petrol,Unknown,Silver,MPV,Front,1.2,i3,7.0,5.0,165/70 R14,165/70 R14,Front Wheel Drive,35.0,5.5,636.0,50.0,104.0,13.3,161.0,127.0
Mahindra,Pik Up 2.2CRDe 4x4 S6,2021,299950.0,52000.0,Manual,Diesel,1,White,Single cab,Front,2.2,i4,2.0,2.0,245/75 R16,245/75 R16,4x4,80.0,7.9,1013.0,103.0,320.0,,,210.0
Lexus,LX 570,2022,2399900.0,525.0,Automatic,Petrol,1,Silver,SUV,,5.7,,,5.0,,,All Wheel Drive,,,,,,,,
Volkswagen,Polo Hatch 1.0TSI Comfortline Auto,2020,198000.0,87000.0,Automatic,Petrol,1,Silver,Hatchback,Front,1.0,i3,5.0,5.0,185/65 R15,185/65 R15,Front Wheel Drive,40.0,4.7,851.0,70.0,175.0,10.8,187.0,107.0
Volkswagen,Polo Hatch 1.0TSI 70kW Life,2022,329900.0,10000.0,Manual,Petrol,1,Pure white,Hatchback,Front,1.0,i3,5.0,5.0,185/65 R15 (opt 195/55 R16),185/70 R14 (opt 185/65 R15),Front Wheel Drive,40.0,5.4,741.0,70.0,175.0,10.8,187.0,124.0
Audi,A3 Sedan 1.4TFSI Auto,2018,359900.0,100013.0,Automatic,Petrol,1,White,Sedan,Front,1.4,i4,5.0,4.0,205/55 R16 (opt 225/45 R17 / opt 225/40 R18 / opt 235/35 R19),205/55 R16 (opt 225/45 R17 / opt 225/40 R18 / opt 235/35 R19),Front Wheel Drive,50.0,4.8,1042.0,110.0,250.0,8.2,224.0,111.0
Ford,Ranger 2.0Bi-Turbo Double Cab 4x4 Wildtrak,2019,519899.0,80100.0,Automatic,Diesel,1,White,Double cab,Front,2.0,i4,5.0,4.0,265/60 R18,265/60 R18,4x4,80.0,8.1,988.0,157.0,500.0,,,215.0
Toyota,Hilux 2.8GD-6 Raider,2018,344995.0,167000.0,Manual,Diesel,1,White,Single cab,Front,2.8,i4,2.0,2.0,265/65 R17,265/65 R17,4x2,80.0,,,130.0,420.0,11.2,180.0,
Toyota,Hilux 2.8GD-6 Double Cab 4x4 Raider Auto,2019,569995.0,80000.0,Automatic,Diesel,1,Silver,Double cab,Front,2.8,i4,5.0,4.0,265/65 R17,265/65 R17,4x4,80.0,8.5,941.0,130.0,450.0,10.8,175.0,224.0
Hyundai,Grand i10 1.0 Motion,2019,169900.0,36000.0,Manual,Petrol,1,Silver,Hatchback,Front,1.0,i3,5.0,5.0,165/65 R14,165/65 R14,Front Wheel Drive,43.0,5.4,796.0,48.0,94.0,14.9,155.0,132.0
